"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UX3JDTJY","journalArticle","2019","STANTON, ANDREA L.","IF THE QUR'AN IS GOD'S SPEECH, HOW DOES GOD SPEAK? DIVINE SPEAKING IN CONTEMPORARY MUSLIM DISCOURSE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/6aef7542-35f3-3b4a-9fa3-5ef958556635","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","202-213","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Islamic theology; Muslims; Qur'an","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IH2UENNU","journalArticle","2019","PESSIN, SARAH","KENOSIS, EMANCIPATION, PASTNESS: REFLECTIONS FROM A JEW.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/c1248923-bdf4-38ad-b783-631dd782d290","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","214-223","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Christianity; Jewish scholars; Kenosis (Theology)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFXRZYWJ","journalArticle","2019","GIARDINO, JOSHUA","DIVINE ABSENCE AS DIVINE PRESENCE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/83eb19ac-2a5e-3bd6-ae05-dd1c7503681b","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","224-235","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Catholics; Apologists (Christians); Theory of knowledge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNAQ2RF6","journalArticle","2019","McAVAN, EMILY","SPRING IN ITALY: ANNA KARENINA AND THE GOD WHO MAY BE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/654b5afb-390e-3270-b7df-f9bc966f04ba","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","236-245","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Christians; Theologians; Revenge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WD48TUT5","journalArticle","2019","VAINO, OLLI-PEKKA","LUTHERAN THEOLOGY AND POSTMODERN PHILOSOPHY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/2acc4d2d-9247-31ad-87e7-4d13ca2d2b1c","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","253-267","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Christians; Taylor; Charles; Postmodernism (Philosophy)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5S8VVSVC","journalArticle","2019","TROZZO, ERIC","JOHN THE POSSIBILIZER: THE PROMISE OF A KEARNIAN BAPTISMAL HERMENEUTIC.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/82671452-e3ce-3a21-b1a2-c55d09bc4bde","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","268-281","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Catholics; Baptism; Kearney; Richard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4CAYVF2","journalArticle","2019","PREWITT-DAVIS, ELIJAH","ADMITTING A CERTAIN FEAR OF ŽIŽEK'S THEOLOGY: A MODEST PLEA FOR A DELEUZIAN READING OF THE DEATH OF GOD.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/6d468f3e-b079-3f61-b5fb-b4ad0096839f","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","290-298","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","1949-; Slavoj; Žižek; Hegelianism; Death of God","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36K6G6WK","journalArticle","2019","LEWIS, KEVIN","MISCHIEF, IDOLATRY, AND THE DEMONIC: TOWARD A HERMENEUTIC OF PLAY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/dd7e075b-2963-3f88-aacf-d1230a23d03f","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","299-318","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Christian communities; Biblical hermeneutics; Old Testament","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJLRKNUG","journalArticle","2019","HOVORUN, CYRIL","FROM CHRISTOLOGY TO POLITICAL THEOLOGY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/a46c0087-2c25-370a-8832-452a5c983692","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","319-328","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Christians; Political theology; Christology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGTSVCHW","journalArticle","2019","HARRISON, JOEL","BEYOND RELIGIOUS IDEAS: THE LEGACY OF MAX WEBER IN CRITICAL THEORY AND CRITICAL RELIGION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/bbc00f57-b7cc-3ef5-bd2e-aceb89090001","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","329-337","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Critical theory; Religious studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BN87CFWV","journalArticle","2019","DEROO, NEAL","THE DANGERS OF DEALING WITH DERRIDA: REVISITING THE CAPUTO-HÄGGLUND DEBATE ON THE","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/add5808a-b0c2-3e97-9c3a-23756f3f217c","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","362-381","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Religious studies; Debate; Deconstruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJZ952HH","journalArticle","2019","APPEL, JEFF","HANGING GARLANDS OF FLOWERS ON THE CHAINS THAT BIND: THE SOFT TOTALITARIANISM OF TECHNOLOGICAL RATIONALITY AND THE POSSIBILITIES FOR EMANCIPATORY PRAXIS.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/35ef05c6-89b2-3ef6-ab88-b30cfd15a517","","2019","2026-02-05 00:51:17","2026-02-05 02:12:45","","1-5","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Rationalism; Totalitarianism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97Z4FSTT","journalArticle","2019","GREEN, RODGER K.","NON-ORDINARY STATES, ENTHEOGENS, AND THE UNCONSCIOUS.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/7f7e5a38-eae5-39e4-9113-140b08a70480","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","8-14","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Religiousness; Offices of physicians; All Other Outpatient Care Centers; Cultural history; HMO Medical Centers; Medical offices; Mental Health Specialists; Office Administrative Services; Offices of all other health practitioners; Offices of All Other Miscellaneous Health Practitioners; Offices of Physicians; Offices of Physicians (except Mental Health Specialists)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFSUGZ4J","journalArticle","2019","KOSER, NATE","OF THE TIES THAT B(L)IND.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/65f4830d-6f46-373f-afc7-8510e8d8def5","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","15-19","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Psychoanalysis; Social bonds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3TM757T","journalArticle","2019","McANDREW, MICHAEL","PSYCHOANALYSIS, VETERANS, AND THE PROBLEM OF THE REAL: OR, ON WAR AND ENUNCIATION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/23fc3609-18f5-316a-b10b-e6d9b30f6aa3","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","20-25","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Psychoanalysis; Administration of Veterans' Affairs; Enunciation; Veterans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXD8PEC2","journalArticle","2019","PEDERSON, TREVOR","ESSENCE, ALIENATION, AND THE ECONOMICS OF LIBIDO.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/fb3f9255-e00d-3964-ab74-cb63eb416447","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","26-36","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Economics; Psychosexual development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HW3MER3P","journalArticle","2019","RICHARD, ALAN JAY","FREUD'S SOCIOGENESIS, AND OURS: THE","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/91db46a3-95c1-32dd-b6fd-d1156782e96d","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","37-45","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Ontology; Democracy; Communitarianism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC9DNS3A","journalArticle","2019","COOK, DEREK","CHANNELING HATE: BELIEF SYSTEM FACILITATION OF EGODEFENSE MECHANISMS IN THE 1935 RISE OF SOCIAL CREDIT IN ALBERTA.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/72fb2f2a-21d7-3c8b-8589-13654c5a1f02","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","46-70","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Ideology; Social credit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXPJXDAS","journalArticle","2019","LØLAND, OLE JAKOB","THE MODERN PHILOSOPHERS' PAUL: RECLAIMING PAULINE INTROSPECTION AND REVIVING LEGACIES OF ANTI-JUDAISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/f02ad767-1a4c-3c06-a5b3-7c97e80f7a81","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","71-84","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Christianity; Psychoanalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCT9XJTK","journalArticle","2019","GUERRIERO, SILAS","NEW RELIGIONS IN BRAZIL: A GAME BETWEEN RELATIVISM AND FUNDAMENTALISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/0e533073-3d12-34d5-be0c-90e421a4e3f6","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","338-343","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Catholic Church; Protestant fundamentalism; Relativity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFW8NMRS","journalArticle","2019","GRAHAM, ASHLEY","PRAYER AFTER THE DEATH OF GOD.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/e7f4cc1e-42b1-3e9f-bcd8-fce1d040fd3c","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","344-361","","2","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Metaphysics; Prayers; Death of God","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CE4SLZT3","journalArticle","2019","DELAY, TAD","PLUNDERING A THEORY OF TRAUMA - CONFESSIONS OF A NOVICE AUTHOR ON LACAN AND THEOLOGY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/bb6d4958-aea0-306d-bd18-0ab9ddfa665d","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","6-7","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Continental philosophy; Psychoanalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2887C9X","journalArticle","2019","RAMOS, JOSHUA","THE SECULARIZING ETHOS AND THE END OF BIBLICAL AUTHORITY: HOW TODAY'S EVANGELICALS ABANDONED EVANGELICALISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/6b620054-b944-3708-8aa5-cd5fd5064daf","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","85-88","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Evangelicalism; Doctrinal theology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YM6E3EN9","journalArticle","2019","BURKE, BRIGID","THE MYTHOLOGY OF AFTERLIFE BELIEFS AND THEIR IMPACT ON RELIGIOUS CONFLICT.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/36e6c06c-722e-31a9-a8cb-19d719500f59","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","89-108","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Psychoanalysis; Sectarian conflict","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74AGR7XA","journalArticle","2019","KOMKOV, OLEG","THE VERTICAL FORM - THE ICONOLOGICAL DIMENSION ON 2OTH CENTURY RUSSIAN RELIGIOUS AESTHETICS AND LITERARY CRITICISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/d1631cb9-6373-38c5-9fbf-c7cec0ba4f48","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","110-120","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Literary criticism; Russian religious literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45UCHNF6","journalArticle","2019","SHARMA, VIVEK SWAROOP","FRAMING RELIGIOUS CONFLICT AND VIOLENCE - INSIGHTS FROM HISTORICAL INSTITUTIONALISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/113e5237-d935-3e50-80dc-66321cca6b2a","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","121-137","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Institutionalism (Religion); Sectarian conflict; Bharatiya Janata Party","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9ENZDY5","journalArticle","2019","SPICKARD, JAMES V.","SLOW JOURNALISM? ETHNOGRAPHY AS A MEANS OF UNDERSTANDING RELIGIOUS SOCIAL ACTIVISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/9df04a24-bb3d-3863-8cbe-a61b360ef44c","","2019","2026-02-05 00:51:18","2026-02-05 02:12:45","","138-155","","1","18","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Ethnology; Human Rights Organizations; Journalism; Other Social Advocacy Organizations; Social advocacy; Social advocacy organizations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAGWRJ6I","journalArticle","2018","BACKMAN, JUSSI","THE ONE IS NOT - ON THE FATE OF UNITY IN POST-METAPHYSICAL PHILOSOPHY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/95aff270-95b3-31ae-b630-57c4bdb9ea38","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","480-485","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Metaphysics; Christian philosophy; Aristotelianism (Philosophy)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGNH3WT4","journalArticle","2018","BEDDARD, RYNE","RETHINKING ANSELM'S ATONEMENT THEORY - ""UNMAKING"" THE INDEBTED MAN","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/e19291df-5b27-3f44-879b-d56c66272acf","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","486-492","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Humanity; Church history; Neoliberalism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R9HYWIJ9","journalArticle","2018","DATAR, DARSHAN","RELIGIOUS AUTONOMY AS SECULARISM'S SILENT PARTNER.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/57206e0a-62f8-365d-a7e6-e2b74fc83a81","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","493-500","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Secularism; Public sphere; Philosophers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7DB4EI9","journalArticle","2018","DAVIS, MASON","HEGEMONY AND TECHNO-RATIONALITY - TOWARD AN AESTHETIC SOTERIOLOGY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/7b560ae8-6dee-3313-a5a8-8f070ac36772","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","501-508","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Rationalism; Hegemony; Salvation in Christianity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N39MQ3EC","journalArticle","2018","GREEN, ROGER","THE SEMIOTICS OF THE UNCONSCIOUS IN GILLES DELEUZE AND ROLAND BARTHES.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/ee7818b0-1b34-3f8c-843b-cec58b597538","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","509-522","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Semiotics; 1925-1995; Anti-Oedipus (Book); Deleuze; Gilles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GA8G2IK","journalArticle","2018","KAVOULAKOS, KONSTANTINOS","PHILOSOPHICAL ANTHROPOLOGY OR PHILOSOPHY OF PRAXIS? AXEL HONNETH AND ANDREW FEENBERG ON LUKACS' THEORY OF REIFICATION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/1b1d11ea-b254-3556-89e4-53b1d80af659","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","522-526","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophy; Anthropology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96VJ5DVK","journalArticle","2018","RHODES, DANIEL","TIME EMPTIED AND TIME RENEWED: THE DOMINION OF CAPITAL AND A THEO-POLITICS OF CONTRETEMPS.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/836d7297-c21c-3e7f-baf2-9ec20782b572","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","527-557","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Communism; Practical politics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMS3ARU9","journalArticle","2018","SCHMIDT, JOCHEN","LIFE AS ART: AESTHETIC VIRTUE AND MORAL OBLIGATION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/cb4c5e86-7843-357b-90ae-0b02257951d7","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","558-564","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Psychology; Behavioral ethics; Ethicists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGHQ75KV","journalArticle","2018","SONI, RAJI SINGH","TRAVERSING W.H. AUDEN'S RELIGIOUS AND AESTHETIC STATES.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/e14831de-03de-3a5a-a576-650b51f486cd","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","566-587","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Rationalism; Grantmaking Foundations; Scholarships","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AADAE3SL","journalArticle","2018","TUTT, DANIEL","LOVE, PSYCHOANALYSIS, AND LEFTIST POLITICAL ONTOLOGY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/164beff1-7805-3c81-bdef-3e94d22ff70d","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","587-601","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Ontology; Psychoanalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUW9YGIJ","journalArticle","2018","YONKER, MADELINE","THE BELL JAR'S NEW LOOK - SYLVIA PLATH, SIMONE DE BEAUVOIR, AND THE VISUAL REPRESENTATION OF FEMINIST DISCOURSE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/0994c1f3-1c24-31ec-8caf-75d145e570ca","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","602-605","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Equality; Feminist theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TI96BNL","journalArticle","2018","LAWRENCE, JOSHUA","LACAN, LEVINAS, AND THE POLITICS OF THE SUBJECT.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/cca7c2e7-0d5a-37d6-afdb-00cd2217564c","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","606-612","","3","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Intellectual life; Practical politics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WVDFP7I","journalArticle","2018","HAGEDORN, LUDGER; STAUDIGL, MICHAEL","ON SECULARISM AND ITS DISCONTENTS: CHARTING PATHWAYS WITH A PHENOMENOLOGY OF RELIGION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/cc561b92-56d9-3d5c-bc55-4ea1f45c2c52","It was in Vienna where, nearly 90 years ago, Sigmund Freud's groundbreaking critique of modern civilization appeared. Civilization and Its Discontents, as it was entitled in the English translation, became one of the 20th century's seminal books and indeed has significantly shaped the modern worldview and selfunderstanding. The discontents-in plural form-about which it speaks can easily be reduced to one single finding: modern man is unhappy. Unhappiness is the consequence of man's life within the constraints of society and the enforced renunciation of his instinctual desires. The original German title Das Unbehagen in der Kultur, literally to be translated as","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","238-253","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Religion; Secularism; Phenomenology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2MMP7XL","journalArticle","2018","PROLE, DRAGAN","THE THEOLOGICAL TURN OF PHENOMENOLOGY AS RETURN: HEDWIG CONRAD-MARTIUS AND MAX SCHELER VERSUS THE HUSSERLIAN SECULAR BREAKTHROUGH.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/18e34d38-0a40-39fe-80c2-5f9e8a93ccab","The intent of this paper is to show that the","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","253-267","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","1874-1928; Max; Phenomenology; Scheler; 1888-1966; Conrad-Martius; Hedwig","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"368QDULT","journalArticle","2018","EVINK, EDDO","RELIGIOUS LIFE AFTER RELIGION: JAN PATOČKA'S CARE FOR THE SOUL AND ITS RELATION TO RELIGION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/f06e271b-7809-306e-b212-b8ecdf8d0137","The much debated allegation of the","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","268-280","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","1907-1977; Jan; Patočka; Religious life; Soul","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CSVRVQKS","journalArticle","2018","GSCHWANDTNER, CHRISTINA","PHENOMENOLOGY, HERMENEUTICS AND SCRIPTURE: MARION, HENRY, AND FALQUE ON THE PERSON OF CHRIST.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/07c3e062-3121-3be9-bc40-4194527f8dd4","Scriptural passages make a surprising appearance at many crucial points in the philosophical explications of several contemporary thinkers. All of the current religiously inflected phenomenologists have recourse to it or discuss it as a theme: most prominently Michel Henry in Paroles du Christ and Jean-Louis Chrétien in Under the Gaze of the Bible, which are both posited as philosophical readings of Scripture.1 But even when Scripture is not specifically the topic under investigation, examples are often drawn from it in order to illustrate or even prove a point. This is especially true of Jean-Luc Marion who frequently has recourse to biblical passages in order to articulate a phenomenological point: the prodigal son in God without Being, 2 the account of the annunciation in his essay on God as the impossible, the calling of St. Matthew in Being Given, 3 and the sacrifice of Isaac in Negative Certainties.4 Similarly, Emmanuel Falque in his trilogy on the Paschal Triduum often cites Sc","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","281-297","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Bible; Hermeneutics; Phenomenology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
